id,name,screen name,location,description,followers,friends,image,favourites,verified,tweets,account_type
37489316,Maggie Berg she/her,Maggerdoodle,"New Orleans, LA",“Having a daughter does not make a man decent. Having a wife does not make a decent man. Treating people with dignity and respect makes a decent man.” @AOC,209,758,False,14420,False,"['@JohnRobertsFun https://t.co/0PJnM121VS', ""Good to know there's another thing to beware of in airports... https://t.co/xFRfoU8LKl"", ""@WaltTitman Understandable, I'll let you know if I find any discount codes for websites. A lot of podcasts I listen too have codes for square space."", ""@WaltTitman I bet you could easily navigate something like Wix, I've used that one before, I've heard good things about Square Space before too."", '@sherrieshepherd @Essence Truly stunning. I loved seeing you in the Hulu doc Hysterical recently too!', '@WaltTitman https://t.co/qcpBlMzFfb', '@cd0yl3 https://t.co/ieFLgiHuSd', '@mervatim @hodgman @JesseThorn #jjho Dracula or no?', '@JonReynoldsESQ https://t.co/DdFWP2TL1X', 'https://t.co/Y55BEokXxG https://t.co/CunVYkzZXg', ""@OnlineAlison I'm guessing Asher was very concerned and Dolly was just wishing you'd drop the food for her to snag."", 'Why is this happening? This is terrible. https://t.co/rHrgPmM171', ""@CIPYDPodcast Maybe show Tug this video so he knows the groundhogs he wants to become friends with aren't very friendly. https://t.co/CvBO18S4rO"", ""If there wasn't a video this would have been the end of it. Thankfully a 17-year-old Darnella Frazier took that video. https://t.co/F2ngOqj37t"", 'Justice #ChauvinIsGuilty', ""I really hope George Floyd's family gets the news they deserve today. Please let this be a good day in America."", '@HellOrBywater Same https://t.co/vORhYHb8Z5', 'The Amazon delivery guy handing me things my boss ordered said, ""here you go, my queen."" I enjoyed that way more than ma\'am. Can we call each other queen and king more?', '@RealAlanBerg https://t.co/R3HvFnvYXo', 'This ""Good Morning!"" takes quite a turn https://t.co/qCynvdzCBh']",human
803356645950627841,Jenifer Rivera,jenifer07796346,,The names Savannah that's all your little mind needs to know..and tht i will followyou back so follow me!!,0,0,False,114,False,"['no i dont know how to do that', 'Ways To Make Me Happy Tell me that god loves me', 'Spice Up Your Life with Garlic', ""im\ncelebrating my kuya's birthday i love this day spending time with my cousin is so much fun :))) im happy this day :)"", 'I speak, U listen!', ""I'm on my grind younging ain't got time for frontin"", 'Domingo dia dos avós kkk', 'тутуту-тутут', 'OMG i love FALALA', 'We all have it in us, we just have to dig for it.', 'Wake up!!!', 'followmejp\ngoen\n現実に捕まって身動きが取れない人は”良いイメージ”が出来ない！！ 良いイメージが出来なければ”良い未来”は訪れない！！ followmejp goen', 'GODBLESSYOU\nThank You Lord for healing me. Thank You for touching my heart and showing me the light when I turned to You. GODBLESSYOU', 'haloooooooooooooooo.... !!!!', 'No one ever erected a statue to a critic"" — Werner Ehrhart', 'raw\nchocolate\nDid you know that true raw chocolate is LOADED with antioxidants and really good for your health. Give it a try.', 'tdi kbentur kpala e spa haduhh,, dizzy..', 'Winning\nlol got my mom saying ""LET ME FIND OUT"" ctfu Winning', 'eu  sou   um   Anti  vida    social', 'VSFashionShow\nVSFashionShow']",human
15731377,Eric Dickerson,septembersound,"ÜT: 38.67507,-90.316079",I'm a geek who loves emerging technology and all kinds of music.,239,636,False,229,False,"['I just achieved my daily @Fitbit step goals of 10512', 'I just achieved my daily @Fitbit step goals of 10042', 'I just achieved my daily @Fitbit step goals of 10055', 'I just achieved my daily @Fitbit step goals of 10120', 'I just achieved my daily @Fitbit step goals of 10045', 'I just achieved my daily @Fitbit step goals of 10021', 'I just achieved my daily @Fitbit step goals of 11001', 'I just achieved my daily @Fitbit step goals of 10444', 'I just achieved my daily @Fitbit step goals of 10503', 'I just achieved my daily @Fitbit step goals of 10707', 'I just achieved my daily @Fitbit step goals of 17064', 'I just achieved my daily @Fitbit step goals of 20693', 'I just achieved my daily @Fitbit step goals of 15227', 'I just achieved my daily @Fitbit step goals of 15179', 'I just achieved my daily @Fitbit step goals of 15570', 'I just achieved my daily @Fitbit step goals of 15346', 'I just achieved my daily @Fitbit step goals of 16981', 'I just achieved my daily @Fitbit step goals of 15249', 'I just achieved my daily @Fitbit step goals of 15014', 'I just achieved my daily @Fitbit step goals of 15610']",human
132385468,Salman Khan,BeingSalmanKhan,MUMBAI,"Film actor, artist, painter, humanitarian",42505234,24,False,1,True,"['@SKFilmsOfficial @ZeeStudios_\xa0 @SohailKhan @atulreellife @ReelLifeProdn @ZeeMusicCompany @ZeeplexOfficial @ZEE5India @TaaleemMusic @adityadevmusic @EricnPillai', 'This too shall pass and god willing with all human support. Eradicate hatred. Radhe Radhe Radhe #RadheTitleTrack … #StaySafe\n\nhttps://t.co/bACciPju2G\n\n@bindasbhidu @DishPatani @RandeepHooda @PDdancing @SajidMusicKhan @wajidkhan7 @mudassarkhan1', 'So good to have fan clubs like these who are doing so much good work on their own .. god bless\xa0\n\nhttps://t.co/IP5PmITeOD', '@TaaleemMusic @adityadevmusic @EricnPillai', 'Kal aayega... Most Wanted..#RadheTitleTrack.\nhttps://t.co/bACciPju2G\n\n@bindasbhidu @DishPatani @RandeepHooda @PDdancing @SajidMusicKhan @wajidkhan7 @mudassarkhan1 @SKFilmsOfficial @ZeeStudios_\xa0 @SohailKhan @atulreellife @ReelLifeProdn @ZeeMusicCompany @ZeeplexOfficial @ZEE5India', 'Please watch... https://t.co/oM640zNJjW', '@ReelLifeProdn @ZeeStudios_ \xa0@ZeeStudiosInt @ZeeMusicCompany', '#Radhe ki advance bookings ho gayi hain shuru for the UAE. Milte hain theatres mein. Stay safe!\n\n@voxcinemas @ReelCinemas @NovoCinemas @starcinemasme @CinepolisGulf and others..\n\n@bindasbhidu @DishPatani @RandeepHooda @PDdancing @SKFilmsOfficial @SohailKhan @atulreellife https://t.co/I0ihMIxqil', '@SKFilmsOfficial @ZeeStudios_ \xa0@SohailKhan @atulreellife @ReelLifeProdn @ZeeMusicCompany @ZeeplexOfficial @ZEE5India', 'Aap logo ko dil de diya... aur yeh gana bhi, jiska naam hai #DilDeDiya\xa0\xa0\xa0\xa0\n\nhttps://t.co/KjO5KVlEOx\n\n@bindasbhidu @DishPatani @RandeepHooda @PDdancing @Asli_Jacqueline #HimeshReshammiya #ShabbirAhmed @imKamaalKhan @iPayalDev @shabinaakhan', '@SKFilmsOfficial @ZeeStudios_ \xa0@SohailKhan @atulreellife @ReelLifeProdn @ZeeMusicCompany @ZeeplexOfficial @ZEE5India', 'Our next song out tomorrow…hope u will love this too... #DilDeDiyaOutTomorrow\n\nhttps://t.co/KjO5KVlEOx\n\n@bindasbhidu @DishPatani @RandeepHooda @PDdancing @Asli_Jacqueline #HimeshReshammiya #ShabbirAhmed @imKamaalKhan @iPayalDev @shabinaakhan', 'Mai aa raha hoon dekhne aapka jalwa, ChingariApp pe. Toh swagat nahi karogey humara? 😉\nBanao videos with the hashtag SalmanOnChingari on @Chingari_IN app. Main dekhunga aapka har ek video!\nToh download the Chingari app now ➡️\xa0https://t.co/PQ4NQaRL0e\xa0🔥\nSalmanKhan OnChingariApp https://t.co/ria99IGUnE', '@bindasbhidu @DishPatani @RandeepHooda @PDdancing @ThisIsDSP #ShabbirAhmed @imKamaalKhan @IuliaVantur @AlwaysJani @SKFilmsOfficial @ZeeStudios_ \xa0@SohailKhan @atulreellife @ReelLifeProdn @ZeeMusicCompany @ZeeplexOfficial @ZEE5India', 'Thank u Allu arjun for seeti maar absolutely loved the way u have performed in the song, the way u dance, your style, u r simply fantastic.. tk care n b safe. Rgds to ur family .. love u brother\xa0@alluarjun\n\n#SeetiMaar \n\nhttps://t.co/St8cWOmNKX', '@SKFilmsOfficial @ZeeStudios_ \xa0@SohailKhan @atulreellife @ReelLifeProdn @ZeeMusicCompany @ZeeplexOfficial @ZEE5India', 'Thank you for your love on #Radhe trailer...\nAb kal milenge with Seeti Maar.\n#SeetiMaarOutTomorrow\n\nhttps://t.co/St8cWOmNKX\n\n@bindasbhidu @DishPatani @RandeepHooda @PDdancing @ThisIsDSP #ShabbirAhmed @imKamaalKhan @IuliaVantur @AlwaysJani', ""Speed ho to aisi kyuki isse kehte hai ek dum zabardast Speed with India's First Dimensity 700 5G processor!\xa0\n\nor ye speed milegi aapko #realme8 5G me or vo bhi kamaal ke Slim design ke saath.\xa0\n\nYahi hota hai jab Power meets style! https://t.co/nFyHIquWAi"", '#RadheTrailer\n\nhttps://t.co/tRc146aR8R\n\n@bindasbhidu @DishPatani @RandeepHooda @PDdancing @SKFilmsOfficial @ZeeStudios_\xa0 @SohailKhan @atulreellife @ReelLifeProdn @ZeeMusicCompany @ZeeplexOfficial @ZEE5India', '@ReelLifeProdn @ZeeMusicCompany @ZeeplexOfficial @ZEE5India']",human
772455418455007234,Tamisha Lelah,Tamisha_Hamster,,"La vida es demasiado corta para que malgastes tu tiempo odiando a alguie, deja de hacerlo y empieza de disfrutar de verdd. Todosєn Favoяitos. 01.11.11 ‹з",0,0,False,67,False,"['I piss on the side of the toilet bowl to make less noise.', 'charice は1人参戦の可能性高いな（笑）KAT-TUNといい共通の好みの人がりあ友に全然いない件(´Д` )', 'مساء الخير...ايه اخبار الزمبقة', ""Se Paso Bien  En El Aniversario Del Colegio !\nEn Pocas Palabras Se Paso E X E L E N T E ! \nCon Mis  B F F' Tirandose Agua El Otro Día ! :)"", ""A situação era a seguinte , eu 'moderadora' tava sem pc , e a dona entra de vez em quando , Por isso que sumimos"", 'retweet\nretweet if you need a new follower(follow me i follow back)', ""When you go BLACK FRIDAY you don't go back. (Because someone tramples you to death.)"", 'Eat a meal before you drink any beverages containing caffeine. Caffeine suppresses serotonin and ruins your appetite!', 'Love the New House cos My Bedroom is Amazing :) Rest of the House Looks like we Live on a Building Site ah Well! :)', ""TeamPrettyLadies\nJust because you fail once, doesn't mean you're gonna fail at everything. TeamPrettyLadies"", 'Spain approves legislation bringing country in line with WADA anti-doping code', 'Lets get this follower list UP!!!!!!! Help support my 90210 Blog bye simply just following back... Thank you puds', 'bengals\nCan it be game time Sunday yet? bengals&gt;afcnorth', 'Singing Christmas carols randomly is something I look forward to in December. Of course, I can\'t forget about ""Santa Baby""', 'UdoBol\nSaliendo para UdoBol', 'Turn it up! Grind til you shine!', 'Buenos Dias,en esta pequeñita ventana abierta al mundo, tomando un cafelito para cojer fuerzas!!! energy!!', 'Udah pakai wifi kok masih pendinggg', 'https://t.co/32U7ByI5oW for tour dates and cities! Second stop on rd- KL!', 'Good Morning Jakarta... Sunday morning in Heaven']",human
227019467,The Sabys,TheSabys,"Saudi,Arabia","Hey, we r The Sabys a school girl band tryin' to make our dream come true.",3,0,False,56,False,"['The Sabys r on twitter, awesome']",bot
413403853,ThePandaMcLovin,CortlandChien,"Montclair, VA",DM(V) BMW's Relocation Intelligence Specialist/Project Manager Managing Partner @DistrictHookah,780,459,False,7145,False,"['Trust issues like a mf', 'Best boss award goes to! https://t.co/6pEC2RNsh8', 'My effort is reserved for those that deserve it.', '@JoeBiden Do something about gas prices.', 'Dean Scott Brown : “Black liberation shouldn’t have to come at the cost of Black futures: help support Justin - Sign the Petition! https://t.co/c5Br8CCySz via @Change', 'Jefe https://t.co/oFj8czDbOU', 'Rest in power brother. https://t.co/WRhHgiv1AC', 'Level up or fall behind', '@PresidentialZel Cool grey 11’s top 3', 'Crank this on full blast for the one time https://t.co/bp3ZUkpeiY', 'I feel it', 'Florida is my happy place', 'Anyone else’s IG acting up?', '@bbreezycfw97 @DekmarTrades That’s my boy', 'That knot you get in your stomach when you lose someone you love.. shit hurts different.', 'After them mf 711 taquitos https://t.co/E95VUZIm47', 'Lack of communication is the root of so many unnecessary arguments 🤦🏻\u200d♂️', '@ColombianPony 🐟🥔', 'Never forget https://t.co/hwJqDlgKYd', 'If you didn’t save money before all this, and or you don’t have a job, you’re big fuckkked']",human
44829395,fajita marx,fmagoo,"New York, NY",if you tolerate this your children will be next • #BLM • #HereWeGo • she/her,101,170,False,583,False,"['@JuliaMurney Booo.  For me there is actually a silver lining to this bc I feel like roadkill after my second vaccine and wasn’t going to be able to make it tonight, but now I can try to come next week instead!', 'I had such fun listening to @KerryButlerNyc on #ETicketToBroadway and it made me miss Disney World even more than I already did.  Though maybe I’m doing it wrong bc last year someone asked what my favorite Disney attraction was and I said “Seeing Kerry Butler perform at Epcot!”', '@JuliaMurney I just saw about the concert you are doing on 5/2 and it would be so fun to go bc I miss seeing you perform and haven’t left NYC in nearly 15 months, but it’s the day after my second vaccine and I worry I’ll feel too crappy.  I will have to make a game time decision!', 'Went to @AMNH this weekend and got to see the whale with her band-aid and the vaccination site below.  So cool! https://t.co/gBF48nK6F0', '@KerryButlerNyc sounds amazing as ever singing Harden My Heart.  I’ll never forget sitting in the front row two different times when she went balls to the wall and held the last note for over 30 seconds.  So much clapping and cheering.  I miss live theatre.', 'I am loving this @RockOfAges reunion concert so much!  Fun stories and so many great songs from the era, including ones that didn’t make it into the musical.  It’s fun to have so many cast members come together.  And I’m always here to see @lomo212 and @KerryButlerNyc kill it. https://t.co/AwFAFD5ikA', 'Finally got vaccine #1!  The scope of the logistics and efficiency at the Javits Center is truly impressive, and everyone was so nice and friendly.  It couldn’t have been easier and I am surprisingly emotional and full of gratitude. https://t.co/OOpURigZfL', '@FoodNetwork Bracket totally busted but my favorite is still in contention, so it’s all good.', '@FoodNetwork Still perfect 😘', 'Aaand my bracket is still intact.  Very pleased with myself and with the chefs.  @FoodNetwork #TournamentOfChampions https://t.co/AbrYpaztPd', 'I finally had the chance to make @ChefJenCarroll Sunny Lemon Ginger Love sauce, and it’s so delicious!  I’ve put it on salads, and three different kinds of ceviche, which I was always too afraid to try to make.  (Idk why, it’s not that hard.)  So, thank you for the inspiration!', '@FoodNetwork 3 for 3 so far!  Loving the battles and can’t wait to see what’s next.', ""Check out my bracket picks for @GuyFieri's #TournamentOfChampions! 🎉 Do you think I made the right choices? Head to @FoodNetwork's Twitter page to build YOUR bracket! https://t.co/M0BcP2ztLa"", '@shawneofthedead @JuliaMurney Remember how my mother was also at that concert, and to this day she still asks me every year when the holidays roll around if “Julia and Max have done another O Holy Night because I want to see.”', '@JuliaMurney Video does not exist (that I know of) of my all-time favorite: being seated probably four feet away, front and center, at Birdland when she absolutely crushed She Goes in 2005.  My jaw involuntary dropped open and I don’t think I shut it again for a month.', 'It makes me so happy to see my twitter feed celebrating and loving @JuliaMurney in Chess and then sharing other favorites.  Here’s one of mine (the relevant part starts at 2:13): https://t.co/ofgGhJTB3H', '@blacksab67 @JuliaMurney Thank you for making your podcast!  I’m definitely going to check out some of the other episodes!', 'I thoroughly enjoyed The BrandoCast with @blacksab67 and @JuliaMurney.  As a person who equally loves musical theatre, pop, rock, and metal, it was so fun to hear them extol artists they’re passionate about.  (I love Paul Young and am honored to share a birthday with Whitney.)', '@JuliaMurney I had one of my favorite NYC meals ever there.  Hope yours was delicious!', '@ChefJenCarroll @BravoTopChef How cute!  That makes me love it even more!']",human
175639254,Phil Scott,augustus0861,gold coast,,3,28,False,400,False,"['Too much gc games', 'Wtf', 'Gc games', '@TheTodayShow @mirandadevine It’s time we armed our selfs']",bot
460279825,J,Jirkko,,Snap : Jirkko,70994,9841,False,6613,False,"['La 2eme partie de ton tweet elle gache le tweet https://t.co/VyNar8DEwK', ""@Zoe_gln U don't get any choice"", '@Zoe_gln grave mais bon cava etre mon anniv 😏', '@Zoe_gln wait and see', ""@NoemieRM12 c'est la base des bases"", '@Zoe_gln nan nan', '@Zoe_gln tu verras ds 3 mois jv mettre une photo', '@Zoe_gln 🙈🙉', '@Zoe_gln ? 😂', ""Crane rasé barbe c'est mieux que vos Undercut de pd"", '@Zoe_gln @PostBadModa ouais voila 😩', ""@Zoe_gln @PostBadModa mdrr pk elles s'mettent de dos srx"", '😶 https://t.co/MUzR4tfbsm', 'Si Sarkozy il devient le prochain président du Psg il va faire gagner la Champions League en 1 an avec ses magouilles wsh', ""@TheGleeClub31 c'est surtout que mêmes leur cheveux sont faux et elles exigent.. enfin à ceux qui veulent bien les entendre"", ""@StuuPlsk de fou mdrr j'vais finir no life au rsa wsh"", '@StuuPlsk 😩😩', '@Redhood_xx alz cimer', ""@StuuPlsk ah ouais on m'a dit One Piece ya 69493o3 episodes mdrr"", ""@Redhood_xx jme tate c'est chaud""]",human
2337802973,Taylor E. Mathias,tayloremathias,,28 ✧ Painter & Illustrator 📓🦎 tayloremathias@gmail.com ⠀,97,1150,False,4900,False,"[""@unofficialfood Omg that's the best! It must be nice seeing them. I love feeding ducks, they're so peaceful. Here in Maine we have a ton of them. They are so sweet ☺️"", '@unofficialfood Thank you so much!! I really appreciate it 🥰 Ducks are seriously the best', '@unofficialfood You definitely should!! If you ever need a teammate let me know! 💫', ""@unofficialfood This looks so good 🤩🙌😎\nI'm so hyped for this character!"", 'The chicken better be the next playable legend ⚡🤍', 'The real MVP of the trailer  @PlayApex #ApexLedgends https://t.co/zKpvlWJB6p', 'This looks SO SICK!!💫 https://t.co/yyXufCDJXL', '@iiTzTimmy Happy birthday 🥳', '@IGN Idk dude, maybe be nice to the  supporters the game has left.', '@unofficialfood U ok? 💚', ""@nikkidawesdraws Lmao, I cringe everytime I have to sign something 😫\n\nI'm so crytical of my own handwriting"", '@Kristamariah_ Omg, it looks insanely good! Amazing work 🤍🎨', '@R_Millustration Happy birthday 🥳', '@SH0TZE INCREDIBLE!! 🖤⛅', '@Kristamariah_ This is gorgeous watercolor work! 👏💫', 'Dragon 🐉 no contest. https://t.co/zLcJu1YlpT', '@TitanfallBlog Hmmm, wonder what will be in season 9 👀👀👀', '@SirJoeseph_23rd Thank you so much, Joey 💫💚', 'So good 👏💫 https://t.co/XK4bTAxLKO', '@Trungles What kind of chickens do you have? 💚 I had to get rid of mine because a bear kept breaking into the coop 😔']",human
91491046,Bobby Ilich,BobbyIlich,New York and LA,"Sports Editor, International Business Times; Writer, Cockeyed Optimist, Comedy Enthusiast",379,358,False,288,True,"['Yes, the #NewYorkRangers underachieved in 2020-21 and were involved in a few controversies. But did they really need to fire GM Jeff Gorton and President John Davidson?', 'Not a poor representation for #USMNT in the #ChampionsLeagueFinal. We will see Christian Pulisic and Zack Steffen representing #Chelsea and #ManCity, respectively, on May 29 in Istanbul.', 'Yes, Thomas Tuchel has Christian Pulisic is on the bench for #Chelsea in their #ChampionsLeague match. #ChelseaRealMadrid  #USMNT', 'Great interview on @TheDailyShow with WikiMedia CEO @krmaher  So I looked her up on (duh) #Wikipedia. Then I learned she is stepping down. NO! Someone edit that information to have Katherine stay!  Haha.    Thank you for making that a great reference tool!', 'Elgin Baylor was an incredible NBA player who revolutionized the game. #LakersFamily #elginbaylor', 'Josh Sargent with a goal! #USMNT', 'More #USMNT players in big games. #ChristianPulisic starts for #Chelsea, while #DarylDike is on the roster for #Barnsley in an #FACup 5th round matchup.', 'Three #USMNT players on the roster of the #ManCity vs. #SwanseaCity #FACup match. Jordan Morris starting for Swansea. Zack Steffen starting in goal for City. Paul Arriola on the bench for Swansea.', '@mrdougellin Rams vs Pats was worse', '#Chiefs really missing Eric Fisher tonight. #Mahomes has looked desperate without protection. #MahomesvsBrady #SuperBowl', 'Is Phil Foden the next great English footballer? 20-year-old #ManCity star was on top of his game against #Liverpool. Excellent goal and showed good poise.', '#Packers  with some questionable decisions. A 2 point conversion and a field goal.', 'Packers offensive really misses Davd Bakhtiari. #packers #Bucs', '@tonyschwartz is quoted in @JaneMayerNYer article on Nov\n9: ""If Biden is inaugurated President, we’ll know that there’s a new boss, a new sheriff in town ... But, until then, the biggest danger is that Trump will implicitly or explicitly tell his supporters to be violent.”', '@Olivianuzzi on #MSNBC Trump ""lives for drama. He loves that shit."" haha Today is her birthday btw.', '@cherioteri absolutely crushed it on @CNN. @andersoncooper and Andy Cohen were cracking up for good reason. Nobody can do Barbara Walters better than Oteri. #HappyNewYear2021', 'Jalen Rose just said, ""Some of the greatest bands of all-time unfortunately ended up breaking up: the Beatles, New Edition, the Jackson 5."" #NBAXmas', 'Watching #LAFCvAME   This is one of the strangest soccer games I have ever seen.', ""@jcassano @TBRock00 I highly doubt there has ever been a day like this for #USMNT. It's not just that that the trio scored, but did it for elite clubs."", 'Tony Romo: ""Adams having a pretty good game. Couple of fumbles. Stops on the running game. Some other stuff...that I don\'t know."" #nfl #Texans #lions #ThanksgivingFootball']",human
1516505838,王坤,ericwang001,,,2,24,False,1415,False,[],bot
165153530,Charlie Langton,charlielangton,"Detroit, Michigan  ","Attorney, TV/Radio Legal Analyst WJBK Fox 2 and WWJ News Radio 950.",15991,720,False,506,True,"['#NEW Police in @cityofwarren say a 69-year-old pedestrian was killed when he was hit by a car while he was crossing Van Dyke near 9 mile around midnight early Thursday morning. Police got a search warrant for the driver’s blood. Charges are pending results. @WWJ950 @FOX2News', 'A teenager, walking his dog, finds a cute lost 🦜 #Birb with an injured wing; he wants to find the owner- but doesn’t really want to part with his new friend. @FOX2News @WWJ950 @ShelbyTwp911 #birds #LOST https://t.co/ZOb5jk2r9v', '#BREAKING One man dead, another non-fatally shot, outside the Welcome To Wonderland restarant on 8 mile near Southfield freeway around 2:30 this morning. A Glock and a high-powered rifle were found. @detroitpolice still looking for the shooters. @WWJ950 @FOX2News https://t.co/XNqGmUO22F', 'Maybe split a Margarita with your lawyer 🍹🧂@WWJ950 @FOX2News #CincodeMayo https://t.co/fP4AmMUaLv', 'Starting today at @fordfield anyone 18 or older can get the #JohnsonandJohnson #vaccine - Second doses only of @pfizer will still be available.  @WWJ950 @FOX2News #CovidVaccine https://t.co/OMNHp9xB9E', '#BREAKING @WestBlmfldPD say the cause of the house explosion on Stonecrest St. that killed a 41-year-old woman was- ACCIDENTAL.  They found no evidence of criminal activity. @WWJ950 @FOX2News https://t.co/iDeRqSobZG', 'A 24-year-old will survive after speeding on EB I-94 near Cadieux, hits a light pole, crashes into the embankment, splits his SUV in half, and was thrown onto the exit ramp. An @mspmetrodet vehicle had mechanical problems and was towed.  @WWJ950 @WWJTraffic @FOX2News https://t.co/8Vtly1p4VO', '#Correction “One” car-  split in half- after a collision on eastbound I-94 near Cadieux. @mspmetrodet still investigating; Not sure of injuries or cause.  @WWJ950 @WWJTraffic @FOX2News https://t.co/iKEIOTzGdW', 'A very severe two car accident on eastbound I 94 near Cadieux has only one lane open. @mspmetrodet on the scene and investigating.  @WWJ950 @WWJTraffic @FOX2News https://t.co/WTrgHXwWUM', 'One person is dead after a head on collision between a Jaguar going the wrong way with no headlights on -E. Outer Dr. near Greiner. @WWJ950 @WWJTraffic @FOX2News #accident https://t.co/5GdwnydjZA', 'The POOP WALL lives on!!!!!! @FOX2News @WWJ950 @HardFactorNews #poopoo #poop \n\nhttps://t.co/HoYZiXWpsQ https://t.co/jzEd0XuKK3', 'Congratulations to @VickiethomasWWJ on her retirement after 30 years in the business!!!  @WWJ950 @FOX2News #retirement https://t.co/fH5ggVOwCR', 'Congratulations to Judge Leo Bowman on his last day on the bench.  Judge Bowman has been a judge since 1988 -first in the Pontiac District Court and then in the Oakland County Circuit court. Enjoy retirement!!!  @WWJ950 @FOX2News #Judge @cityofpontiac @OakGov https://t.co/4r9pOojXoV', '#UPDATE 11pm Thursday, four vehicles stolen from a dealership on Van Dyke/ 30 mile. All fled in different directions. One vehicle crashed at 15 mile/ Van Dyke killing a 20-year-old. The suspect driver is in custody but his passenger still on the run. @WWJ950 @FOX2News https://t.co/5pMl2pOwDY', 'A jeep was stolen in Washington Township; the suspect fled SB Van Dyke; where it crashed into two other vehicles killing at least one driver. The suspect may have fled on foot.  @WWJ950 @WWJTraffic @FOX2News https://t.co/IqOWgjQ8Q4', '16 shots fired into this vehicle on Winthrop near I-96 and Greenfield. Looks like the driver will survive. @detroitpolice still investigating the circumstances. @WWJ950 @FOX2News https://t.co/aQXvvZj7rF', 'A fatal motorcycle accident has Gratiot closed in both directions just south of 7 mile. A car fled the scene-The driver might have been drunk. @WWJ950 @WWJTraffic @FOX2News https://t.co/kB36SgIC7Y', 'A family feud divides property by a wall of - cow poop 🐂💩!!  But what can be done about the poop wall? @FOX2News - @WWJ950 #cow #poop https://t.co/zpJcnw89oc', '#BREAKING The 14-year-old, from @CityTroyMI who had been missing since early Saturday morning, has been found in Detroit and returned safely to her parents. @WWJ950 @FOX2News @TroyMI_Police @detroitpolice https://t.co/VuPO57RWUn', 'A @CityTroyMI mom is searching for her 14 year old daughter -Ashlyn Sandlin.  She was last seen early Saturday morning; she left without depression medication; she was wearing a red hoodie and olive green yoga pants.  Any information, call @TroyMI_Police - @WWJ950 @FOX2News https://t.co/Fc9gkcKZah']",human
279710472,Cindy Brunson,CindyBrunsonAZ,Valley of the Sun,"@pac12networks CFB, MBB reporter PxP WBB, Softball.  @WNBA PxP @ESPN Studio host/anchor for 13 years @wsucougars Alumna #GoCougs Insta: CindyBrunsonAZ",24002,930,False,706,True,"['At @PhoenixMercury Media Day @Breezyyy14 says it’s cool 2 be around an elite shooter like @DianaTaurasi with limitless range and adds @SkyDigg4 ‘s ability to finish around the rim, especially w/ her Ryan hand is crazy impressive &amp; a facet she wants 2 add to her own gm #4TheValley', '@KCWoSoCOO @PhoenixMercury You’re the first person I heard say it so trademark away 😜', 'At @PhoenixMercury Media Day HC @SBrondello says there are SO many talented players in the league that several folks who could make rosters won’t bc they’re only 144 spots. Says that’s the biggest change she’s seen since coming into the league in 1998 as a player. #4TheValley', 'At @PhoenixMercury media day @KayNurse11 says the Mercury offense is so easy with so many lethal options &amp; pick n roll w/ BG is 🔥. Says she’s really looking forward to winning again &amp; getting back to vibe of her @UConnWBB days where she only lost 3 games in 4 yrs. #4TheValley', 'At @PhoenixMercury media day @SkyDigg4 says the most impressive person in camp so far has been @Breezyyy14 hands down. Says she’s overcoming injuries and outworks everyone while holding it down as a mom. #4TheValley', 'At @PhoenixMercury media day @SkyDigg4 says her analyst role with the @suns has been very helpful in her game. Digging deep on analytics and film while articulating what makes @CP3 great is helping her see things differently in her game big time! #4TheValley', 'At @PhoenixMercury media day @SkyDigg4 says she’s looking forward to playing her first full season in PHX in front of the #XFactor Looking forward to hearing them cheer for her instead of against her. Says she’s playing w/ 5 potential @wnba all-stars for sure. #4TheValley', 'At @PhoenixMercury Media Day @AnnMeyers asks @DianaTaurasi abt how different the @wnba is now compared to when she came in as a rook. Acknowledges there was great buzz her 1st few seasons, then a lull and now the level of play and momentum is 🔥 #4TheValley', 'At @PhoenixMercury Media Day @DianaTaurasi says the key for the Merc is to have balance on both sides of the ball for the team to have success. Adds @brittneygriner looks great in her 1st practice back from Russia. #4TheValley', 'At @PhoenixMercury Media Day @DianaTaurasi tells @KimDoss71 she doesn’t care about what’s said on social media and to protect her mental health, only cares about what her friends and family think about her. #4TheValley', 'At @PhoenixMercury media day. @DianaTaurasi tells @MechelleV she has to do a certain regimen every day to keep her body tuned and ready to go. Says in the Wubble it took her a month to get in top basketball shape. Adds her body feels good in yr 17. #4TheValley', '@macsmith413 I see what you did there. 😜 #Sedona', 'Wow. I feel like I was at your draft day at @espn 5 minutes ago! #Baller https://t.co/ciRsHBImp6', 'This is awesome news! Well done @LVAces 👏🏽 #SeeHerBeHer https://t.co/h2bDavGJdc', 'It’s a sprinkler break for No. 2 @UCLASoftball at @LBSUSoftball w/ 2 on T4 in a scoreless game. Never a dull moment. #Pac12SB #BackThePac 🥎 https://t.co/P6tCAhDeeo', '🔥 #CountIt https://t.co/EMEeZ5q71U', '@TBlackburn25 Sending you an electronic hug🤗', 'This makes my theater luvin heart smile❤️ #Broadway https://t.co/l6lD2YROVk', 'Such a big bummer. https://t.co/WQyTFNY0GB', '4 #Pac12SB teams in the top 10 &amp; 5 in the top 12 💪🏽w/ @ArizonaSoftball up to No. 7 and @ASUSoftball in the top 10 at No. 10! 😤#BackThePac https://t.co/9cyKhSKrfP']",human
